image,text
/content/processed/129.png,":. ای از ا ایک علاقے
کر راو لص ح۷ رر تب :
07 9 ھ7ھ071٭مم7
وبا رض مم لاس ہے لف ه ارچ واورریزا
ماد ی کے پیش دن ووکراش ۱ ُو'ںمسرلفق
ص|قعونا سرا فمااویردن بےپاستان' رںن ار
مھا کی طس ہیی امو وی یر
حس َرانَمْری] رھدا مسا رام ت بلق 2
نے مل ارس عم نوف اکر
ایروا سے شوہ تعنص میں
ہاوفا سیرپ جو انا
مال پالبتان ر2 اکر ھا آباد ی ہے ماش,[7و
وکا را رر ما وو ضلب 1م رحہ من
یح وو لی نکی کے تسس کے کر ای و /
رن کے"
/content/processed/130.png,"جرالثا راپ ی۳۵۵ ھ' میں ( نشیا کے لیک علاقے شنحدے
0 رو و کے
جس ہر کے عالدہ وچ مقر دا ول إ
تل الا ںک لاک کے دن ری کے نموقت
کر اس ڑا ایر ےہ لد نے پالہتاں ۹وب
وا کی کراب لس بی ار سک آبارکارتکاسشاہ
ہسیںھا ف ریا وو بکز اھر ٣اھت‏ لگا
میں عم ید جس وب سراف گر ہیں ]یں نے
را شس لن اوردے
7 مہںا نکی ملا خر و زوزخ نو
2-2-0 اون کک یسنہ ای سے
دو ہیں اخ و وو اض مھا
ےر تو کا سیت حر الدوبٹیڈەوھئر)
سی رو ےضہہ رھت (جاہڑا تہ ےگل"
/content/processed/131.png,"ط ہے نطا-ےنےمے ے
اآد و و ر ز ئز ثژھو"
/content/processed/132.png,"8 >‫ طے
تا ۓ رخ د۶ڈذ
رٹ تر س ت ص ضص
لح ن و ەصھءعی ے"
/content/processed/133.png,پاکتانی ۱۳ امت ے۹۳ 1كومحرضو جورئش لآیا-
/content/processed/134.png,"جسے رعمددف آٍ نے جح بیع س٣چ‏ +پپٹ ہ رم سے وو ر لے ہے رے پوی رج در تو ہیے۔ ہے
سے کت حتت اک لوت سو دی اس مو ہت سے ا کا یا جا و ا پر ا کال وک
ےت زا ات مو سار سی لواج ہت
اہ یم )2اا ہے سمے یح ا4ے لامکری ایی ںوی الس نہوم
۸ ربنخرہت وت تر ہیمست 1م اس1تسب
ریسا مم ینس مت ہہ ہیں ہی سض سس سیف مسا
رت ٛگٔسھتا سے مسا یہ نسمت تہ سر سس سک کی مسر نج
ود تن تس و
ا 0ے
ِ مہ و وا لع ہج
0 ۳۶ ا أ اہ 7 سجن
0 کیا لا ورک زج 42 رہہ
ا صا ا صا اس وت ا تہ
یں مود 5ا سس اح سم ماس ول سو جا رامعم امو س مب یں سے سو بترم صا سکس یمتح ہم
فرص اس محمد مسشت مس کک ری 2 چو
کس اکسا 2 آس۔ ھی ھ تما کت
یی و او و رص مم نے سی مرکم سم یئات
ا ےھ مم سس سے
اج شیدمتتسلسہار ار ردپ گے سی ٹوش سس متا
بے سوک ھچ لے ۔_ تہ ہے
سشسہ ان ہرس رشح صصح سے مل ید ا لت اسح بت
کن سیت قت ے کی سس ت دز می ےس خر مث مات کم جج ہر رع اہ
مہم .نج مد مرش یو ز رش و ارآ فیا کی و مد رن ا سس سا
کھت تھا رر و ےت
اچس یی ہرس سے اپعحشوتط سے
عنم کے شےنتقمے سد[ حت سر لمحتم مہہ کسسہسہا ونم سے تہج
دس شش بی چا مسج سس کسسجلا سید حکمت ا راج
ور و لے سے ھا سے سے سے کرای شی
سک یس ا ا و ا وو ندم مم تمہ ہے
کاو تس سس شس 000060 پت
سے سح ےس تس خست اض سیت دہ ہک ود س۸ا جج سیت
ہس محمد متا ہی سب ا ا ا ۰ یع رہہ
سرد کش شش یا اواب سس
سے سے ام اکس میس ام موم مایا سد من ےم سےضصتو: | فویا]__)٭٠۰‏ 3
7 ووسسووریجسووسوو ید ا
_ : سسست سم حم س مس سسست٠‏ چوں۔
‎٠‏ کاکفزیارجاوا کرحتم انت سح کہ امھ کا رط
ا تہ کلم ےس تحت ] چا
: .میں یر مہ سد اوک پر وا مو پا و
بے ایک ھت 0 ا
ٴ تس سا تحت ول 5
+7 آجے ہے سکس
آ۔ 7ر 77ر ۱ مس ےججچچچھا تہ حت ہت سے راف تس 7
7 چی ات مرح اس تر می
کک م۶ و ےس سے سی آ0س یت سیت سی
ا ۲۴71س مہ چپ مس تاپ مہ اس شس
کے ا ہا رر ا سے سڈ سے ہے تی
: 3 ۱ جا فا بن رم ےمیتں تق جم ما تَ کت
. س و وسدت کچھ اسجچ شش محت س راحت وہ
ات و :+* سی مو مسر تھچ ےا می سم بے
اٹ سم ھو و بے ا مکل لیس لے
للا ار چس ےت دج سس تاج جچ چے
سے وجب تیج سد جا خی میئ ریرج مت
(ہ) انگ( تسس مس بے ا ےا
مل __(احس سر اھت سس ہش
سے بن ےی نب | جا مد سا حصمتحہ تسم"
/content/processed/135.png,"لا کا ماش ری ری
پل"
/content/processed/136.png,"--۔ +٭+ ہے۔ ‏ ےس
تھا اٹہ حش
استمازی کوک اف یووم اور یھی سا
ون و یں صمعہ مس تدش ے چٹ
کیل ہ۸س ای ام حسم ہی پر مو
سے 4 یی 827--1
بے سے کے لیا چو ےہ
لو ہے اچچ
وع بی پر امس سح || و جس کت"
/content/processed/137.png,"ا یں رپ سے می مس تق و کیا مو رک اج
اع ا تی ا
حا لن کاخ کا موق اوہ کیا دم را ےکا
تی جم ےی دج
یی ا
ا ےکور تکرکو ںاہ وو اہ ںاسا نی کیل
و او اکر جا ہاو ںہ ا ا تس ا
تھاا ای سن رآ پکود شاب ل جا لا رد ےکا
ح9 تا !وزول می نکی وز تقلکرےپ ں . ‎٢.‏ _٢٢_[)۔‏"
/content/processed/138.png,"کو ”ھا ہت سر
با نر ث- أ اشن مان ہے کہ گر سبقہ سو یئ می کے
-- 1 چون کے ساائی مود کی شرور ات کو نظ دودش کال سعالمہ یلک سے خراب ہواخور
گرہں ہج کر ے ہو ےق ہت لیم و مو کرنےأ ای تک : دی ی‌ھجود ہو تا کک سے اک
بر کی نشلگ ہے سوویعدے می نکی نون أ فا حد سے 2ساد ے لیس ہس پا رن
سے روا گی+ورویٹی دا کوں کے بعد اکن نے ا گی بھی می کیلیت تھیا۔ رام روف لے انل
بی پ٣‏ حا م کے ج سردم بش دس 602 , ا ضو پ فی کولموں می مگزھد شم کی تس
سای دک کہ پ سماہ علد لہ عبلد نا ہائے۔ ابد جن
این کے اتدرہ ماک ساپ فدہ پاکتان || اعد سی پاکتائی وزے املم 2ےج ال بعد ا ما وم نے ابق کے ات سے فلس
کے گر دد شی :لح پگ وہای ار سے أ وورہ روس اہ مرد نگ کے بج پک روس | مال کو ھی ما ونس خی کر کے مع کرد
رما بے ہو رے ہیں کہ وا سعا لت عم تہ ا تعکتات کی ڈراو رک دی .وس دورے م جس کے بھ سے ر لوف بھی ددر جھ گی فور اپ
چک تو کیا امک اے۔ رد پوء پا کن کے | متمد برف پکملوج قں جرف محپ” پل بھی مال رشین فیڈریشن ریگ ان مض کل
بد ہے تعتتاصہہ مھا ھی ایک سعاللہ ہے أ مگ کا ری و گیادور ا یں کے لے عاکی اہ وی لمرفون کی قریت فکن و کے گی۔ اس
و کے !اپ وزیے دقاما پان کے دودہ پر ا وپ مو ت فک ذے دق من ہو گی گزشہ ا تمادن کے معاہرے کی ابی رو دئی نگ می
سو مآ دش عوجود تھ ور دوفوں مالک ای ا ال می اکر دس قیل مہ کو محول سے بڑہ ا یں ہو کی تی کہ پھ رک گی اب سے ب خر کی
کی گید ں ود ی2ک کے قدم پ قد ا ےبڈ نے | کرآکے بڑمانے کی خر اقداددد* ؛طانے شروع أ کہ لع جک تے صدرل پ کی جن دای یکو
کی نر معاددں پر تلق بدر سے جے۔ پاکتان | کر دیے گھے۔ ہس دورہی ددم کہ این پر مات مد کت ہوئے پاکتالی دی ران کی
ہر رو کے این سرو جنگ کے زھاے مم ھت | راے ورے کے الزدات' سکب نمیا اع ری می ترزی کا پر گر تم کر دیس اس
مارے ای معالات ہو ے کہ جن کے سب سے أ تہ اس گے اس ات گی ضرور ہہت دیدہأ دعائی افمرہح نے دم رک کے وع رین وی
زوفوں مماک کے دقئی فرع ے الک دوسرے أ محموی جد ری تی کہ پا کر دق چرجر الصی ا یھ کیٹ رن یٹک پر د کرام کے ققت قیت ۳
گا سودیت ج فی کے بد کے زہانے میں بھی کک صرف یحو می رہد یل حص چچا تا ے یھ ا تی دی ارین ہوتے۔
کی ظروں س ہو بت تے۔ پا کتچمنپور رو کانے آ دررے لہ د نکر ارت جواققیادی پر قائی ہوںہ أ ام کالہ تے سے لیصملہ کیا ہے کہ جا تد کہ ماک
ھی معاہدہ کیا سے کہ پا تال اعی فرظ الصرس | و سے بھی خاحرہ رفیاتے گی لاپ بدھا جاے۔ کے دکائی السرون کو بی سے عجولت میس ر کر دئی
وس کے ال فرش مونروں ش قریت عاصل اک بی ددسص لو رم کے ہیں :شہ سے پوت جاے پاسرے سے شی بھی کو نمی طراہم نہ
ری گے و ۹9919-291300 ] سے گر روس سے تعتاح کو حزیھ بڑمانے کے أ کی ایی ان ات رو کی جااب تعنتات
اتارک الا بوملتل کے ہلاس | گے ساب زی انلم وف وزیہ یرجہ کویڑھا :ایک برقم ہے۔ یلد ہے کہ رو ل
می وک بل اقدام کے جو کے خور پر پاکتائی ا فآ م۔وزی دیع شرم وعحیرہ بری فج کے آ کے بھارت سے مھی قرھی تننقاہ ہیں لن من
غ ‏ ا کی دای عجارفوں | سری پت جزرل رافل شربف جزل تربارودی: رو یی ور یی
سے ام وا لا و کے دیں پر دوقوں ماگ کے تال تین ا کتعئی ہا نے روس ا دوہ ا نے مشت کہ فو میں کر ٹیس تو ہار نے
فی تقر ہی یر 2 معللاتہ چہ ایک | ادس دوروں کان گ موم کی کہ رس أ روس بے جہے دء ڈھ کہ ووان عشنوں کو !بک
دورمرے کے فنطہ نھرسے تہ صرف دا تید ماگل | نے 25+داپار کان گو فر وخ | اق کے اہی عضو کرد ے نجیر و نے
کر کے لہ ایک دوسرے کو 9کک نے کا | کرتے گ ماہدہ کیا۔201 بن ار عو را اس بر دباة گی سرے سے کوک پدوا نہیں کی
گنرس بھی حواصلل جو جاے گی۔ اس فومی- کے | 2017ء میس دوصری ار دولوں عما لک کے دای ا کیو کہ دوس اب جلہ جس صرف پھارت سے
لات کے اثرعت وت کے ساتھ ماتھ قبایتت |أ یومروں نے عش کہ مشتیں کی مو را دورین رد فی رھ چتا مہ پاکچجں سے بھی
گھرے ہوتے لے جاتے ہیں پا کنچوع کے متطہ أ حیرہ عرب ج دوتوں مھا تک کی بکری دفور نے ا سعللا کو دوتان گرب چاپتا ہے کی کہ ارت
بث ہے کہ دہام رجہ سے تعاقا ح۸ نہ کے باوہود امش کہ طورپ بسن خیا تہ کے لے کارروائہں | اپ درو سے [یاد ام رک کے نما بلاے۔
ر یے عر مان کی دع ری حلست مل سے بر بادآ کیں۔ جن ارات سے سے داع جد دا ھا گے
برانوں جس گھرسا بل جا سے مع اعم رہہ أ ددٹوں حمااک دای پور سواشی بعتار سے اک"
/content/processed/139.png,"ہل بل کسی بین نے لالہ فو ئک یش رر ےر کا
رک سای ٹا حالف وک یم پک دق تن کن اہ مرک یی 6۔وئ/مسرے مر شوکو لک :سی دی زی جیا
ےرہ ارم ددع عو فادہا کی کرحم وکیا ما ا ہویم پا کا
فی مرش یں مقار سح تس جح یں ص را یی موا
مرش ا 9 () آیہ
ِ یش امب ب۲ نے ںا
یی یٹس سس | ات چا یں ںی
اکصرال سے و مھ نکی را ‎١۷۵۶‏
‏ری نےس کا کا( ہاو ان لچ نے کر لد کا
مسر حر پر ملد لس سس رسس ا و
رھدا پصس23: تج ۳ں ے/ نکی کی
وس وس وس
جمی یھ مد چک ھک گر ا
توی کب کر کہ ری کی و کاو اکا ےے و یداو کو حم تصک سے وادیم یت کچھ جا
پ۔ بی فی ری بے
ا ا مہ تل جج
رکا یں کم یل
لا کر کک سا
ای۴۶۴2 ہیں۸
اہ زی کرجا نکی دے وی
کر کا ہے ے_ چجھہ کی
مپبس آماڑے تپ اس وکرکی رم
ح۷ لا حور 2-1 ند ج ‎١<.‏ ارہیےے
کو مم پچ ے کڈ نے چو چم ۲ں ]2ہ ھی مد٠‏ چا
سہمدت نس ٭-٭-< >5 گن 6 ي2 . کی مد سے
لے میٹ 4ر۱ لور ےپ گک ‏ حو۔۔> _۔۔-۔ : سار
امہ جاذ کے گے ٰ محکعرے_ .ب۷۳۲
یھ تک ب ہرک ۰ ‎٠‏ سے ے۔-۔ جف لت
سے گیشو ای
رھ 6س رھے سر رج زان الک سے تی سے رف جنگ عسعد حب سے بح مکش رس سخ دکرد ےکر چو |
ترک یھی نے پر دش ہم ا ےکی پس لوڈ لسن
ری ہی ایی کرو ارگ شی یں پ نات شک انمت نے یھ اد ہدس ہے ان۷ برگہ یگ کر ہد کل 2ر
ا زس حضؤر ےگ تھم ِ ۹ک وف کے ا
خی مق رق ی کا -]۔ کم ز موہ ا رق کرس
می با ۰ موس بی بای کون سو کی
حا پیا یں کے : ق پلما وھ ےتید
مھ ما( کے ‎١‏ .مم م6 چو رک کے باعل سے زنلی یں
سا اباور پ رب
دسا ےید ا ا ٣ہ‏ وہ نک چاو ےک کر
ورک7 ا رات رہ 7) ۵ھ رپ کے س یزور
و ری ا امیر جم ای کا کہ یکو اص ٹل نوا
مع ےنمں 7ھ"" 1 ‎٦‏ ائیس رف /ییہنہ
ساس مه مر ساب !ا ور ‎٤‏ پل ری
پ رھ آپی مات کے ماج 9 گا یتر""
و رک یہ ء جاعائ ود لد لے کر ای ار دع یی
پیک ںی ۲ ا۳2 اس ےا"" 5 ای مت پےاعر گ:
اپ ای ھے تا دی 26وی ہعبار اریت او مور ود"
/content/processed/140.png,"یٹ7 لس ابی وق 1
یہت مرو ماب کا بوی لسر موی
جروس ھتاہ دی انچ یں مس کم کہا اک لک رو بب ہا 2
فکریں ےت رش
سی وا ای
ما یھر حم ریچ ب رجا ا ید اہن یک مال ایل روف
نا کان :
وم رکا رف دک یکر قوف بک بے پر
سب سس و ا وک ای
یودن میم دیدرت با 2
کید یی یی ایل ما ریو
بے دو سی دہ ا ا یا
ای کی شر نع ند ےہاچ در سے مایا ےا گل ه مکی لھڈ
تد کرٹ جس جیرف سے وط ےمد کرقل ہلل میا ہڈا سای
کرک چک سال تہ َ
سم میس پا نج
السا سا مس ک دشار
جو ا یی لم دش
ھی ٹل دی زسیانس وید ز حر مل ای یع وٹ
یپ یہی رکا کر
7سا مد عم عیف پت رش راع لیم
حر می چوج زار ےراچ ےم تقر انل مدع )دش
روا ام
وپ وی دای و نماک پس ای
رید سر لمت
نا نف کے تی پت پوت فۃ بی کم رڈ ڈکائر ای ند لی خرہانید ےکسج"
/content/processed/141.png,"0 0
بنف ان
. وائمح عدلاما سی سے
قرو رر و با کا تھی سج وف یق کا مد سے
یں یھ لہ تو ت لف جا کے نمی تی اس رش رش
نمی مت دم می ہے ےد ستن 5
تہ رد 7د تو کیااک دح ایی یی
میں میس کی مل رو عدندیسا ں9۷۳ رر رس نجرد و
یی ح ری تاراب چو جرب تید لملرب ےب لوم یدک
مود ند نید سا واداو تذل
۔رخیارے جد می یو دیدمآ یع سے
زی می مر کلم غعکق
جہ/+ مع پییص کیہ ہے بے سد مو رق لد
یی یت 5 ت فیک ا د کرٹ کرد
ح ما ہے کی تا تد کیب کیدخ مے کوٹ پحدی کس
مر ویر ری یں سس ھا خر سذندیخشی
عسسہ یہس ریو تعےچعیکیرتی ھرکراف/ کپ ملمجمکس
قرعت پک یں ورای ہت مت دم ہاریردور
ی٤اض‏ ےجملے اک بسیڈیا پچ
لیھک سدق حسم پسحمکیہلسم۔ بٹلیئد کرت کہ
ارم تی ا دو می یہغان٭امحمکڈ
سے یکےہپجریے تحت علمای ہار بھپ میدخخک0٘[
و ےکی وپ سید حر ےج مت ےکور تی عو معر/ بندضف ضیح حمہ
ع رسس شی رام ویج مجر نمی
ہر ہم و ں٠۳‏ عدرئتملعسمنوہ ہی٤‏ الم ےی
ری ملس اسبلہ
خہلوبپغرہھی ما مگممپسیھ لاجر ھھسلوبردہیں
ویںا حص رٹاو کے 2و2 ص وی
سا وس دوں' رر رک حر چ:
مس تعفادم تدایق وو بین لد لے موسیس ہو
بس اہی اص خی ای با حرد ا ای ۶م وش ے بد مل قدو بد عار سے
در ای ریرج حید ٹیو وس ا یع مت
حا وی نی چوارفی سد ےیای مھ پنتیں جارا کی
سی ید کل مل ضے نو سے
یل دو تہج مِّ
و مو سے و
سسانجالج اللہ عامس تن کرے۔ می کب کید ۲ہیں
یم ط گی می پنپیٹا ا می لقد۸سببخطلےکڈ لپک
تو کے سم ری ھ۶ 8خ مہ
2 لے سمسرک پسمےسشو مدورپ یانعمزعم
میم ٹک رکید مع سوا سد جح کر س چسدم بداو
امب مول ہد او ا ا یا"
/content/processed/142.png,"لا لا لا لا نا لا نا نا نا لا نا نا لا
‎٢_١71).‏ .ا ٢٢ا ‎1.٦‏ 08 د
براقا نال ےک مو سا کال نر
ت0ا 0ا.3ا ئل وسر یئوتج ری, 0-0 تب
1رس راھدا سی تادفوفجا نہ رای 9 رد
.وش کی یہ ا ایام و گرا شی نمو ارول یب ےج

‎٤‏ ا ا ا مج ےم ٍ .۷ لا(
رت وا کر ا رے و ور ےا 0(
‎٦‏ یٹ رکم لی وو
مرا ےی سی 0 ہت 16 وم ہر 21 سر 1پ 7
لارٹث ےت گا لا لا لا 2ھ ٥ب٢ ‎0.٢‏
‏.رآ دا اث رش نے پور ول کبیا قفا ادا موا ے ال
لا ا ؛ ‏ ملا لا لا لز لا لے لا تا ینا ]ا
انت الاک نا نا نا نا نا جا ہا
نب ےب ناو یھ اک دای را وا
ا 0 ا
اس ف لے ےر ا حر ہہ کا ان سر ہر انی ال و مت وک وا
یر ا و ا ا ور
لے پالم رو کے رات ای اپ راودا تام ساد ]
ا_ 1 ] ارح صصی۸راحف ار ار ۱را1۔
ا را ا ا ای ام 2

‏مار ا ری ھی و مس ےت

‏یا یت فا یب فک ا
و یی اف اس را چاو ون وجار
لیڈ لالم بی نے ج راکفا ےلم نے ارول بر
ا _امر! ؤ اصا للہا لے ارفھ الا نا لا لا
لاسما ا کر نہ
ینم یس کے ا ا ای یا اما ا سن
سے کے اک ات ہے کے کپ مک ا مہ سے کے ہے ہے"
/content/processed/143.png,"1اگ رس ے٤‏ ا ]ا آاے پآ سے
0 ا1029 راو وٹ اواب لان
انا نا الا_لے لا _نا انا ا؛_تا نا
ان و حر ای ا ےا وا ات
1ص ل0 1سا 0 مر یا
ح ےہ
.لہ .ا 2 1
‎19٦‏ نے اط (] _٣اھا ‎٦‏
‏70 2"
/content/processed/144.png,"ن ال تچ لم لس ال لے ار نار لال
مک ساوت مم زوا کا جا نے
‎۰.٢‏ تب ‎٢-٢٢ .٢0[‏ ا )4+
لا یلا ہا مت اخ لا لے ا لن لا_()۔
مرا یی مر 6 ور اسان سے
ڈوو چے سے اود ےج سے تد جد ج ہ کھانے سے ےج دد سا ا"
/content/processed/145.png,"لا نا لا لا لا لا نا لا لا لا لا ‎١‏ تا
‎۲٦١ ٢۲٦٢ ۴۲ ۲٣ ١۲ ٢۲٦٢ ٢۲٢١ ۲٦ ٢٦. ۲۲ ٛ ٦ ٣‏ ہ۔--۔
‎7٠‏ ۸

آانا یر ارآت)
اناہب ایت ہو دا جا ہاو اہر
ہا اپ لا زااے کا ملا
پا خر ایا ایی دی ات اناو اہ
ا بی شی ک راہن لوٹ یز دای جن پیا
گر ےکر تا اور دا اپیگا اتید ہپ دا نیہوت یں
اڈ ایا کیااک را کے یڑ ہے ہیام
گرا ےپ چاپ ٹیا اجار اا ََ يا ملا ےکک شید
ٹا بات ایاگل بای لا لات نت ودای یک اوک ہوتے
اج اناگ ئل اات۔ ہا ۳ رمسے
‎١٢ ٤9 _ ۶٤3 ۶٤3 _ ٢٢ -_١١_ ١٣9 __ ٤۸0 _ .۶3.-1-1+-‏ __ 3_۱39 _
لا لا نا لا نا نا نا نا لا _ل] تا (]_-]
جم جم جم ہم جم جم ہم کم ہم ہم ہم ہم ہے"
/content/processed/146.png,"اس تر ید مچت نس لسرم یں یر ار ےئ رن و یوا سے سس شس نر ن
ارم 0 12/] کی جا سج تھے گی ےکھ رش ںی بیج ند کی کی نطرس - پچ کر سوہ پ۱ عصرف :یکس شال سر
ے٣“‏ وس یں وش رش سکیس سر الد بل
سے ددس سے کہ آغ لیک دا یگ ایی یں بے ورڈ راوید می رر یں نے کے ات شی رھ تد کی کال گا پل دشرم یع الا گی
رم وی ریخب یت توکیار کے بک کہم لکول بن وا سے فوفس و جس ق یک رو ہک تی حید یی ایی پر وٹ جی۔ می سے پش خر ترک لو امیا رر
یت وت بس فا ت رہ شر سے م کس جیں جب مد اکنا گ۷جہ دی حا مج نع لیج موم وع یبمل ور دید وف ون
7 یکر لصو تی می مو نی ہے نچلا
کم ہے ری ڑ7 ا می
2ھ میں سب مر وت دومرں'
نے توب لیر یوں ورک ےت کے و
سو ے ساد تماق سم ۰۰۰ ےپ ۰ اص رج مل ہے ساش رم ارول
مرش یٹ میم وہ یس ہے ضر رم وو سرے ںو جہن سلفیس خوش
مر و ا کی .وضو اک امریے ےک ہاکی کو کی ائیں مستردی جانے ول کیو ںکی دلو یڈ ےفرسے بپلناگ ابی سر رر
و تی جمفیں حور کیا مد کی سے ٹلاکہ کر ے الا سس حر ری ںو مر رح ہےر ہر ےب رص ۔ر ہے در ہے کیا اتا ے؟ سو یٹ گی رع رانک موم
9 1ا مس یج6 سں سی س و ید گی جو ہنے سز گی شرےنو مکی یر ری ماس لگ ععلمہ ںی کر کر زی رہ لہس درس
کو ید وہک او ام دج ما کت فرع رج وگ سال دی کید یددڈبدم الاو
فا کرالی۔ یل یب نے ےکوی انی لوم پاپ کے نے میں مداتے مور قرات لاقہ لاک۲ برک رھاارے؟ ال ے ہر بودیں کر
ںی کو ساب ےت مھ ٹول کے سے شی مرک مدسے اک ہی ھت تا کے کے کے کروی دیع بند 31 اب کہ 9 وی شدک ک ملل ‏ ایگا مد سک بز دو مرئے سے پا اکا عل رگ ام
می لہ الال کا یی ال بن و یں ات گر کروی ند وی ود رود ا
کات می ن5 ایت 5 5 یس نکی میدااس کے ع دب کر یکاہ ود ہیں لہ وی ذاش اص2 مدرم لوم کات ا و و اور
کر مم کی فی کیپ سد شی کے کر کے یرد دی کر دک لک مر کوک لد
‎٤‏ 3 ۳ ۰ "" ۶ ۴ ۰ یپملےلكعام' 2ے ۶ .۔
اھر ورک اک ری دا تی کچھ نی جس بت ینعی ودرک ا کر یا رر کیٹ دی بی .-"
/content/processed/147.png,"3ہ اس نکی ام"" کصسھ سکمونٹری:
یور ہیور کرک
ام )رپ رر ]ھک
ہزدلر
0 ۳ر
مدان 1 2
ہہ اہی شنضلق ۴
لجغ آزالوورابحصعرزھعداق تےطازآب<
می ریا وی ‎١.‏
‏مان سا لطاب ا کت
مات ان ال و تہ وا
یم مرا یڈ مب[ نیک ضا یرف لمع کچ کے :
ایا 9سر کی ےر ان لت می فی تی ےج بی ستو عم مدت ںچن ہف ڈلت
2 حر و پر رما لن 7ج
اص رو یت کے تق ادخ ای شض ا و دی وت
یم سممے تب رمتمل ےت یما سی ضارما عم بای دھواعاوے ۷اا
جج کے تھا
مبمتوہ الہ دح درا و 0 وت 3
رک دولوم ماس نا ور وکا رنڈ ےپ کے ر7 وت ۹
2وس نے سیت سے ای سم رو تہ ا
ا ا مر یا
ای و وا ہن ا مہ
و و و اع
و رت ھت
اب صا تد و ا ا رت وو >
سی یی تس سی ےی سذ قسح یتیج کھت عم یس ری 302ا
سار مر یلیہ یت اح ا اس پچ و یک سے لی
کت ہچ ےا
0"""
/content/processed/148.png,"27 ٴ
6۴0222
‎٢‏
‏ا مسا
اض
وی ٰ
ا لے"
/content/processed/149.png,"اران ڑالوسےمتہ. ہے مے او ا لور :
ہے اوڈہ کو شا ای پاوس لوک ھآ
ی.,نام دا اک زا وأ تر
ن دژایوسےمتہ . بے بے اوڈتہ ما گڑھ شا:
ے اوڑتہ ما گڑھ شام . آہم, ہاوس لاگتھ آ
دی . دژاہم داوس لاگتھ دژاہم, وأنج تہ"
/content/processed/150.png,"ون[ا3:د٭
جس می ںکہ ایک نمو اسان ہے
(ء×
کیا تنگ ہم ستم زدگاں کا جہان ہے
جس میں کہ ایک بیضہ مور آسمان ہے"
/content/processed/151.png,"ےقسیمتی/ یسصھد۔_
خقعغفقتل _
بے دھعی -"
/content/processed/152.png,"3 قد ایس سمممزجی نفوزص مطاحظ ‎٠‏ ۱ یح
دس ہے و ویچژپہٹپش۸ر رکچ چ٤‏ دی
کر رجہ ہے و رج ماوع >2 2 ور مم
چھ جو اچ ھچ ھت
نلمقسمموں ئن لدپثعاتِ
میں :دشے میں, درا یکیاہوں میں
تق قرم پریماں خووگوڈھونلماہوں میں ""
ْ میں نف رقوںکی عرارت سے جلگیاہوںتگر ‎١‏
‏یتو ںکاسمارا لی ےگھزاہوں میں
برا نام میں شائل ہے خون فر دای ٰ
رگ جڈویں تیاباشی ویگمتا+وں یں
ستسنستت سڈ ہھ و"
/content/processed/154.png,")سیر
ول وسر ڈیا کر اڈ وک مت بے
هعلدم یر ددرنڈ ایک شی م راک مھ سلطا لی سے
برک کہ اہ فور سم وکہس اظم بی ری و
یل و تم کرو مع مس ات اس سے نا یا
لو ہیاک دو کرس ھکار
!۳ کرای انوہ تیروت ماار مت
را ھا ائ کہ مقر
ولا موب ام سہارل بی رر

نام دہ ریاستیں۔ یس"
/content/processed/155.png,"چماروں کا کنبہ تھا اور سارے گاؤں میں بدنام ۔ گھیسو اک دن کام کرتا تو تین دن آرام ۔ مادعو
اتناکام چور تھا

کە گھنٹہ بھ رکام کرتا تو گھنٹہ بھر چلم پیتا ۔ اسلئے انہیں کوئی رکھتا ہی نہیں تھا ۔ گھر میں
سٹھی بھر اناج بھی موجود ہو تو ان کے لی ےکام کرۓ کی قسم تھی ۔ جب دو ایک فاقے ہو جاتے
تو گھیسو درختوں پر چڑه کر لکڑیاں توڈ لاتا اور مادھو بازار میں بیچ آتا ۔ اور جب تک وہ
پیسے رہتے دوٹوں ادھر ادھر مارے مارے پھرتے ۔ جب نات ےکی نوبت آ جاتی تو پھر لکڑیاں
توڑتے یا کوئی مژدوری تلاش کرتی ۔ گّاؤں میں کام کی کسی نە تھی ۔ کاشتکاروں کا گاؤں تھا ۔
محلتی آدمی کے لئے پاچاس کام تھے ۔ مگر ان دونوں کو لوگ اسی وقت بلاتے جب دو آدمیوں
سے ایک کاکام پاکر بھی قناعت کر لینے کے سوا او رکوئی چارہ نە ہوتا ۔

کاش دونوں سادعو ہوتے تو انہیں قناعت اور توگل کے لئے ضبطِ نفس کی مطلق ضرورت نہ
ہوتی ۔ یە ا نکی خنقی صقت تھی ۔ عجیب زندگی تھی ان لوگوں کی ۔ گھر میں سٹی کے دو
چار برتنوں کے سوا کوئی اثاثہ نہیں ۔ پھۓ چیٹھروں سے اپلی عریائی ڈعاتکے ہوۓ : دتیاکی
فکروں سے آزاد ء قرض سے لدے ہوۓ ۔ گالیاں بھی کھاتے تھے مگ رکوئی غم نہیں ۔ مسکین
ات کە وصولی کی مطلق انید نہ ہوۓ پر بھی لوگ انہیں کچھ ئە کچھ قرض دے دیتے تھے ۔ مٹر
یا آل و کی قصل میں کھیتوں سے ىٹر یا آلو اکھاڑ لاتے اور بھون پھو نک رکھاتے یا دس پانج ارکھ
توڑ لاتے اور راتو ںکو چوستے ۔ گھیسو ۓ اسی زاہدانە انداز سے ساٹھ سال کی عمرکاٹ دی
اور مادعو بھی سعادتمند بیٹے کی طرح باپ کے نقش قدم پر چل دا تھا ۔ بلکہ اس کا ام اور بی
روشن کر رہاتھا۔"
