Image_no,Text
/content/processed/127.png,"ء کے دور میں مشکل ایک پر کیس پاکستان کے حصے میں آیا تھا جس کی حالت ناگفتہ بہ تھی NWFP سے مسلمان کے صرف دو ہی اخبار نکلتے تھے ۔ ڈیلی آزاد اور نیوز مانگ بعد میں ڈھاکہ منتقل ہو گیا تھا ۔ جبکہ دوسری جگہوں سے چھپنے والے اخبارات ڈان، جنگ اور انجام تھے تاہم انگلش پیپرز کا معیار زیادہ اچھا نہیں تھا 14 اگست 1947ء کو پہلا براڈ کاسٹنگ سسٹم ، پاکستان کارپوریشن قائم ہوا ۔ اس وقت یہ بھارت سے بالواسطہ نشر ہوا تھا ۔ کچھ نئے اسٹیشن بعد میں جیسے راولپنڈی اسٹیشن 1948ء میں، کراچی اور راولپنڈی میں قائم ہوا بعد میں حیدر آباد میں 1951ء میں، کوئٹہ 1956ء میں دوسرا راولپنڈی اسٹیشن 1960 میں قائم ہوا ۔ 80 ، 90 کی دہائی میں ایف ایم نے اپنی نشریات شروع کیں ۔"
/content/processed/128.png,"کے دور میں بمشکل ایک پریس پاکستان کے حصے میں آیا تھا ۔ جس کی حالت ناگفتہ بہ تھی NWFP سے پاکستان کے صرف دو ہی اخبار نکلتے تھے ۔ ڈیلی آزاد اور نیوز ماننگ بعد میں ڈھاکہ منتقل ہو گیا تھا ۔ جبکہ دوسری جگہ سے چھپنے والے اخبارات ڈان ، جنگ اور انجام تھے ۔ تاہم انگلش پیپرز کا معیار زیادہ اچھا نہیں تھا ۔ 14 اگست 1947ء کو پہلا براڈ کاسٹنگ سسٹم ، پاکستان کارپوریشن قائم ہوا ۔ اس وقت یہ بھارت سے بالواسطہ نشر ہوتا تھا ۔ کچھ نئے اسٹیشن بعد میں جیسے راولپنڈی اسٹیشن 1948ء میں ، کراچی اور راولپنڈی میں قائم ہوا بعد میں حیدر آباد میں 1951ء میں ، کوئٹہ 1956ء میں دوسرا راولپنڈی اسٹیشن 1960 میں قائم ہوا ۔ 1980، 90 کی دہائی میں ایف ایم نے اپنی نشریات شروع کیں ۔"
/content/processed/129.png,"عبد الستار ایدھی 1928ء میں انڈیا کے ایک علاقے میں کاٹھیاوار میں پیدا ہوئے ۔ والد ممبئی میں اپنا کاروبار کرتے تھے ۔ لیکن اس کے علاوہ انہیں کچھ اور لکھنا اور پڑھنا نہیں آتا تھا 24 سال کی عمر میں پاکستان کی آزادی کے چھٹے دن وہ کراچی آئے ۔ اس وقت کراچی ایک چھوٹا سا شہر تھا اور دوسرے پاکستان شہروں اور گاؤں کی طرح اسے بھی مہاجرین کی آباد کاری کا مسئلہ درپیش تھا تقریباً 150,000 مہاجر اس وقت کراچی میں مقیم تھے ۔ محض 24 برس کی عمر میں انہوں نے اپنی چھوٹی سی دکان کو اتنا بڑھا دیا ہے کہ آج پورے ملک میں ان کے 400 سے زائد فاؤنڈیشن سینٹر کام کر رہے ہیں ان کا کہنا ہے کہ پاکستان کی 3% امراء کی آبادی نے باقی 97% لوگوں کا حق مار رکھا ہے ۔ نہ تو وہ ٹیکسز ادا کرتے ہیں اور نہ ہی وہ لوگوں کی ترقی کے ضمن میں کوئی اچھا کام کرتے ہیں ۔"
/content/processed/130.png,"عبد الستار ایدھی 1928ء میں انڈیا کے ایک علاقے میں کاٹھیاوار میں پیدا ہوئے ۔ والد ممبئی میں اپنا کاروبار کرتے تھے لیکن اس کے علاوہ انہیں کچھ اور لکھنا اور پڑھنا نہیں آتا تھا 24 سال کی عمر میں پاکستان کی آزادی کے چھٹے دن وہ کراچی آئے اس وقت کراچی ایک چھوٹا سا شہر ہے اور دوسرے پاکستان شہروں اور گاؤں کی طرح اسے بھی مہاجرین کی آباد کاری کا مسئلہ درپیش تھا اور تقریباً 150,000 مہاجر اس وقت کراچی میں مقیم تھے محض 24 برس کی عمر میں انہوں نے اپنی چھوٹی سی دکان کو اتنا بڑھا دیا ہے کہ آج پورے ملک میں ان کے 400 سے زائد فاؤنڈیشن سینٹر کام کر رہے ہیں ان کا کہنا ہے کہ پاکستان کی 3% امراء کی آبادی نے باقی 97% لوگوں کا حق مار رکھا ہے نہ تو وہ ٹیکسز ادا کرتے ہیں اور نہ ہی وہ لوگوں کی ترقی کے ضمن میں کوئی اچھا کام کرتے ہیں ۔"
/content/processed/131.png,ا د ڈ ر ڑ ز ژ ݜ و
/content/processed/132.png, ب پ ٹ ث ج چ ح خ د ڈ ذ ر ڑ ز ژ س ش ص ض ط ظ ع غ ف ق ک گ ل م ن و ه ھ ء ی ے
/content/processed/133.png,پاکستان ۱۴ اگست ۱۹۴۷ء کو معرض وجود میں آیا۔
/content/processed/137.png,"سوال ۴۱۵: میں رجب کے مہینے میں مستحب روزے رکھتا ہوں۔ ہم لوگ ہر ہفتے کی صبح مسجد میں نمازِ صبح کے بعد نیاز کا اہتمام کرتے ہیں تاکہ لوگوں میں مسجد میں آنے اور صبح کی نماز میں شرکت کا شوق پیدا ہو۔ تو کیا اس دن میں روزے کی نیت کر سکتا ہوں جبکہ مجھے معلوم ہے کہ مجھے بھی نیاز کے لئے بلایا جائے گا۔ اور کیا یہ ہو سکتا ہے کہ میں نیت کرللوں اور جب وہ لوگ مجھے بھی دعوت دیں تو ان کے ساتھ نیاز چکھ لوں یا یہ کہہ کر معذرت کرللوں کہ میں روزے سے ہوں۔ بات یہ ہے کہ میں رجب کے روزے کا ثواب حاصل کرنا چاہتا ہوں؟
جواب: یہ جائز ہے کہ آپ روزے کی نیت کر لیں اور جب آپ کو دعوت دی جائے تو آپ کھانا بھی کھا لیں۔ اس طرح آپ کو دو ثواب مل جائیں گے۔ پہلا روزے کا ثواب اور دوسرا مومن کی دعوت قبول کرنے کا ثواب۔"
/content/processed/142.png,"اسماء الحسنیٰ (اللہ کے نانوے ناموں سے مشکلات کا حل)
وَلِلّٰهِ الْاَسْمَآءُ الْحُسْنٰى فَادْعُوْهُ بِهَا (القرآن)

اور اللہ ہی کیلئے ہیں سارے اچھے نام، تو اس کو ان ہی ناموں سے پکارو خوش نصیب ہے وہ جو اسماء الحسنیٰ کی طرف متوجہ ہو، انہیں یاد کرے سمجھے، خوب پڑھے (پکارے) اور ان میں غور کرے۔

حدیث شریف کا مفہوم ہے کہ آپ ﷺ نے فرمایا اللہ تعالیٰ کے نانویں نام ہیں جو انہیں یاد کرے گا، جنت میں جائے گا۔ (ترمذی)

قرآن واحادیث میں اللہ کے بابرکت ناموں کے بہت سے فضائل وبرکات اور ان ناموں سے اللہ کو پکارنے کی ترغیب آئی ہے۔

حضور اکرم ﷺ نے بعض دعاؤں اور کلمات کے ساتھ ان کی تعداد بھی متعین فرمائی ہے۔ جو اعداد اور مقدار کے موثر ہونے کی سب سے قوی ومضبوط اور معتبر دلیل ہے۔ لہذا علماءِ روحانیت نے بزرگانِ دین ومَشائخ سے مجربات کے ساتھ ساتھ اسماء الحسنیٰ کے اعداد کے مطابق پڑھنے کو بھی مجرب پایا ہے۔ انشاء اللہ ہم بزرگوں کے مجربات کے ساتھ ساتھ اسماء الحسنیٰ کے اعداد اور اپنے نام کے اعداد کے حساب سے اسماء الحسنیٰ کو پڑھنے کا طریقہ بھی درج کریں گے جو اس شخص کے لیے اسمِ اعظم ہوگا۔

اسماء الحسنیٰ کو پڑھنے کے تین طریقے:
الف لام کے ساتھ بغیر حرفِ ندا یعنی بغیر (یا) کے پڑھا جائے

مثلاً اَلرَّحْمٰنُ جَلَّ جَلَالُہُ ، اَلرَّحِیْمُ جَلَّ جَلَالُہُ۔ (جب بہت سے نام ملا کر اکٹھے پڑھنے ہو تو پھر پہلے نام کے ساتھ جَلَّ جَلَالُہُ پڑھ لیں اسکے بعد ہر نام کے ساتھ پڑھنا ضروری نہیں ہے)۔

حرفِ ندا یعنی (یا) کے ساتھ پڑھا جائے

جیسے یاَ رَحْمٰنُ ، یاَ رَحِیْمُ۔"
/content/processed/143.png,"10 گرام اجوائن 10 گرام سونف کو ایک گلاس پانی میں ڈال کر پکائیں، جب آدھا پانی رہ جائے تو اسے نیم گرم پی لیں۔ اسی ترکیب سے صبح و شام یہ ٹوٹکے پر عمل کریں۔ صرف چند دن کے استعمال سے نمایاں فرق ہوگا۔ سستا اور مجرب ہے"
/content/processed/144.png,کیا تنگ ہم ستم زدگان کا جہاں ہے جس میں کہ ایک بیضۂ مور آسمان ہے
/content/processed/145.png,"انسان کی اوقات

انسان بھی کیا عجیب ہے پہلے روتے ہوئے خود دنیا میں آتا ہے۔ اور پھر بعد میں لوگوں کو بجائے اپنے لئے رُلانے کے اپنی وجہ سے رُلاتا ہے۔ پہلے انگلی پکڑ کر خود چلنا سیکھتا ہے اور بعد میں وہی ہاتھ انہی لوگوں پر اٹھاتا ہے جو اسے چلنا سکھاتے ہیں۔
پہلے مٹی سے بن کر مٹی میں پل کر بڑا ہوتا ہے اور بعد میں ذرا سی مٹی لگنے پر فساد کھڑے کر دیتا ہے اور وہاں اس کا ساتھ دینے والے بھی پاس ہی ہوتے ہیں اور پھر ہوتا کیا ہے کہ جس مٹی کے ذرا سے زرا سے فساد کھڑے ہوتے تھے اسی مٹی میں پھر اسے چپ چاپ سُلا دیا جاتا ہے اور اس بار کوئی نہیں بولتا اور سلاتے بھی وہ خود ہیں جو ہر بات پہ اس کی ہاں میں ہاں ملاتے تھے اور اس کے ساتھ کھڑے ہوتے تھے بس یہی ہے انسان کی اصل اوقات ......!

عامر وارث"
/content/processed/146.png,14th اگست | یومِ آزادی
/content/processed/149.png,"ن درّايوسے مَتہ ۔ ہَے ہَے اوڈِتہ ما گڑھ شام۔ آہَم، ہاوس لاگتھ آپ ۔ لٔادی۔ دڑاہَم داوس لاگتھ دڑاہَم، وأنج تنہ"
/content/processed/150.png,"Nasta'liq
کیا تنگ ہم ستم زدگان کا جہاں ہے
جس میں کہ ایک بیضۂ مور آسمان ہے

Naskh
کیا تنگ ہم ستم زدگان کا جہاں ہے
جس میں کہ ایک بیضۂ مور آسمان ہے"
/content/processed/151.png, ا ب پ ت ٹ ث ج چ ح خ د ڈ ذ ر ڑ ز س ش ص ض ط ظ ع غ ف ق ك گ ل م ن و ه ھ ء ی
/content/processed/152.png,"شہر میں، دشت میں، دریا میں بھی گیا ہوں میں
قدم قدم پہ یہاں خود کو ڈھونڈتا ہوں میں

میں نفرتوں کی حرارت سے جل گیا ہوں مگر
محبتوں کا سہارا لیے کھڑا ہوں میں

ہر انتقام میں شامل ہے خونِ فردا بھی
ہر اک عفو میں نیا ماضی دیکھتا ہوں میں"
/content/processed/154.png,"اردو فونٹ

اردو فونٹ انسٹال کرنے کا سب سے بہتر طریقہ یہ ہے کہ ’’پاک اردو انسٹالر‘‘ انسٹال کر لیں۔ ’’پاک اردو انسٹالر‘‘ سے اردو فونٹ کے ساتھ ساتھ اردو کے متعلق دیگر چیزیں جیسے اردو کی بورڈلے آؤٹ وغیرہ بھی خود بخود انسٹال ہو جائیں گے جس سے آپ ہر جگہ نہایت ہی آسانی سے اردو لکھ سکیں گے۔ حتیٰ کہ گوگل پر تلاش، ای میل اور چیٹ وغیرہ میں بھی اردو لکھ سکیں گے۔ اگر آپ اردو لکھنے کی بجائے صرف بہتر انداز میں پڑھنا چاہتے ہیں تو پھر نیچے دیئے گئے لنک سے ’’اردو فونٹ انسٹالر‘‘ ڈاؤن لوڈ کریں اور پھر اپنے کمپیوٹر پر انسٹال کر لیں۔

’’اردو فونٹ انسٹالر‘‘ یہاں سے ڈاؤن لوڈ کریں

’’اردو فونٹ انسٹالر‘‘ میں تین اردو فونٹ شامل ہیں۔ جن میں ’’اردو نسخ ایشیا ٹائپ‘‘ جو کہ بی بی سی اردو والوں کا فونٹ ہے اور ’’نفیس ویب نسخ‘‘ جو کہ کرپ والوں نے بنایا ہے۔ یہ دونوں فونٹ نسخ طرز کے ہیں۔ ان دونوں کے ساتھ ساتھ ایک بہترین ’’جمیل نوری نستعلیق‘‘ فونٹ بھی شامل ہے۔ ’’جمیل نوری نستعلیق‘‘ ایک مکمل نستعلیق فونٹ ہے جس سے آپ کو اردو میں ایک مکمل نستعلیق ماحول میسر آتا ہے اور تحریر ایسے ہی نظر آئے گی جیسی یہاں نظر آ رہی ہے۔ ’’اردو فونٹ انسٹالر‘‘ انسٹال کرنے کے بعد آپ تمام اردو ویب سائیٹس بہتر انداز میں ملاحظہ کر سکیں گے۔

مزید اردو کے متعلق معلومات کے لئے یہاں دیکھیں۔"
/content/processed/155.png,"Urdu Fonts ایک مقبول پلیٹ فارم ہے جہاں صارفين ایک ہی جگہ پر اردو نستعلیق فونٹس اور نستعلیق اردو فونٹ ڈاؤن لوڈ کے بہترین آپشنز تلاش کر سکتے ہیں۔ اردو نستعلیق صرف ایک فونٹ اسٹائل نہیں بلکہ ایک ثقافتی شناخت ہے جو پاکستان اور دنیا بھر میں اردو زبان کی خوبصورتی کی نمائندگی کرتی ہے۔

اس مکمل گائیڈ میں آپ اردو نستعلیق فونٹس کے بارے میں ہر وہ معلومات حاصل کریں گے جن میں ان کے استعمال، فوائد اور انہیں مفت ڈاؤن لوڈ کرنے کے طریقے شامل ہیں۔ چاہے آپ ڈیزائنر ہوں، لکھاری، طالب علم یا پبلشر، یہ مضمون آپ کو اعتماد کے ساتھ بہترین فونٹ منتخب کرنے میں مدد دے گا۔"
/content/processed/156.png,"اور ہو سکتا ہے ہو تمهارا یقین تمہیں معجزوں
تک لے جائے جب یقین اللہ
کی ذات پر ہو تو دعائیں ادھوری
نہیں رہتی"
/content/processed/157.png,ہفتوں کی منصوبہ بندی حقیقت کا روپ دھارنے لگی
/content/processed/158.png,"چماروں کا کنبہ تھا اور سارے گاؤں میں بدنام۔ گھیسو اک دن کام کرتا تو تین دن آرام۔ مادھو اتنا کام چور تھا
کہ گھنٹہ بھر کام کرتا تو گھنٹہ بھر چلم پیتا۔ اسلئے انہیں کوئی رکھتا ہی نہیں تھا ۔ گھر میں مُٹھی بھر اناج بھی موجود ہو تو ان کے لیے کام کرنے کی قسم تھی ۔ جب دو ایک فاقہ ہو جاتا تو گھیسو درختوں پر چڑھ کر لکڑیاں توڑ لاتا اور مادھو بازار میں بیچ آتا ۔ اور جب تک وہ پیسے رہتے دونوں ادھر ادھر مارے مارے پھرتے۔ جب فاقے کی نوبت آ جاتی تو پھر لکڑیاں توڑتے یا کوئی مزدوری تلاش کرتی ۔ گاؤں میں کام کی کمی نہ تھی ۔ کاشتکاروں کا گاؤں تھا ۔ محنتی آدمی کے لئے پچاس کام تھے ۔ مگر ان دونوں کو لوگ اسی وقت بلاتَے جب دو آدمیوں سے ایک کا کام پاکر بھی قناعت کرلینے کے سوا اور کوئی چارہ نہ ہوتا۔
کاش دونوں سادھو ہوتے تو انہیں قناعت اور توکّل کے لئے ضبط نفس کی مطلق ضرورت نہ ہوتی ۔ یہ ان کی خلقی صفت تھی ۔ عجیب زندگی تھی ان لوگوں کی۔ گھر میں مٹی کے دو چار برتنوں کے سوا کوئی اثاثہ نہیں ۔ پھٹے چیتھڑوں سے اپنی عریانی ڈھانکے ہوئے ، دنیا کی فکروں سے آزاد، قرض سے لدے ہوئے ۔ گالیاں بھی کھاتے تھے مگر کوئی غم نہیں ۔ مسکین اتنے کہ وصولی کی مطلق اُمید نہ ہونے پر بھی لوگ انہیں کچھ نہ کچھ قرض دے دیتے تھے ۔ مثریا آلو کی فصل میں کھیتوں سے مثریا آلو اکھاڑ لاتے اور بھون بھون کر کھاتے یا دس پانچ اوکھ توڑلاتے اور راتوں کو چوستے ۔ گھیسو نے اسی زاہدانہ انداز سے ساٹھ سال کی عمر کاٹ دی اور مادھو بھی سعادتمند بیٹے کی طرح باپ کے نقش قدم پر چل رہا تھا ۔ بلکہ اس کا نام اور بھی روشن کر رہا تھا۔"
/content/processed/159.png,"اقوام متحدہ کی جنرل اسمبلی نے ۱۰ دسمبر ۱۹۴۸ء کا ""انسانی حقوق کا عالمی منشور"" منظور کر کے اس کا اعلان کیا۔ اگلے صفحات پر اس منشور کا مکمل متن درج ہے۔ اس تاریخی کارنامہ کے بعد اسمبلی نے اپنے تمام ممبر ممالک پر زور دیا کہ وہ بھی اپنے اپنے ہاں اس کا اعلانِ عام کریں اور اس کی نشر و اشاعت میں حصہ لیں۔ مثلاً یہ کہ اسے نمایاں مقامات پر آویزاں کیا جائے ۔ اور خاص طور پر اسکولوں اور تعلیمی اداروں میں اسے پڑھ کر سنایا جائے اور اس کی تفصیلات واضح کی جائیں، اور اس ضمن میں کسی ملک یا علاقے کی سیاسی حیثیت کے لحاظ سے کوئی امتیاز نہ برتا جائے"
/content/processed/160.png,اردو رسم الخط زبان کی ساری مروج آوازوں کی نمائندگی کرتا ہے۔ اردو کے حروف بناوٹ کے لحاظ سے حدرجہ سادہ اور اشکال کے اعتبار سے بہت کم ہیں ۔ اردو زبان اپنے الفاظ کی بناوٹ کی بناء
/content/processed/161.png,"بہت سے لوگ تھے مہمان میرے گھر لیکن
وہ جانتا تھا کہ ہے اہتمام کس کے لئے"
/content/processed/163.png,"جو پوچھا گیا میرے خوابوں کا خلاصہ
بے ساختہ میں پکار اُٹھا تیری آنکھیں"
/content/processed/164.png,"نامحرم

اُس کے ہر مؤ سے لپٹا ہوگا اک سانپ
دلکش آنکھیں اس کی داہی جائیں گی
انگگاروں پر ہوگا اُس کا نرم بدن
ایسے جرم کے بعد، رحم کی کیا ہوگی امید اسے
حالانکہ ہر دل پر فدا وہ الہ ہے
اُس کے جان اور جسم کا ہے مختار کوئی محرم، لیکن
اُس کو اک نامحرم اچھا لگتا ہے"
/content/processed/165.png,"اور ہو سکتا ہے ہو تمهارا یقین تمہیں معجزوں

تک لے جائے جب یقین اللہ

کی ذات پر ہو تو دعائیں ادھوری

نہیں رہتی"
/content/processed/166.png,"مجھے صرف ۳ ماہ ہوئے ہیں نستعلیق سیکھ کے۔
آپ کو میری ہینڈ رائٹنگ کیسی لگی؟"
/content/processed/167.png,"میرے وطن کے بابیو !
جیو تو اسطرح جیو
کہ زندگی خراج دے
دعا تمہیں سماج دے
یہ راستے کے پیچ و خم
چلو تو چوم لیں قدم
ہر اک گھڑی کا پیار لو
یہ معاشرہ سدھار لو"
/content/processed/168.png,"اور ہو سکتا ہے ہو تمھارا یقین تمہیں معجزوں

تک لے جائے جب یقین اللہ

کی ذات پر ہو تو دعائیں ادھوری

نہیں رہتی"
/content/processed/169.png,"انہیں دیکھنے کی جو لو لگی تو نصیر
دیکھ ہی لیں گے ہم
وُہ ہزار آنکھ سے دور ہوں
وُہ ہزار پردہ نشین سہی"
/content/processed/170.png,خوش آمدید
/content/processed/171.png,"ٹھنڈ میں ایک قحط زدہ گاؤں سے گزرتے
وقت ایک چڑچڑے، بااثر و فارغ شخص کو بعض
جل پری نما اندھے نظر آئے۔ ایک ٹیلے پر واقع
مزارِ خواجہ فرید الدین شکرگنج رحمتہ اللہ علیہ کے احاطہ صحن
میں ذرا سی ژالہ باری، چاندی کے ڈھیروں کی
مثل بڑے غضب کا نظارہ دیتی ہے۔"
/content/processed/172.png,"سلطان محمود غزنوی نے اپنے غلام ایاز کو
ایک انگوٹھی دی اور کہا اس پر ایسا
جملہ لکھو کہ اگر میں خوشی میں دیکھوں تو
غمگین ہو جاؤں اور اگر غم میں دیکھوں
تو خوش ہو جاؤں
غلام ایاز نے لکھا کہ

یہ وقت بھی گزر جائے گا"
/content/processed/173.png,"جھوٹ بولنے والے
کہیں سے کہیں
بڑھ گئے

اور میں تھا کہ
سچ بولتا رہ گیا"
/content/processed/174.png,"انہیں دیکھنے کی جو لو لگی تو نصیر
دیکھ ہی لیں گے ہم
وُہ ہزار آنکھ سے دور ہوں
وُہ ہزار پردہ نشین سہی"
/content/processed/175.png,"بس ایک بار میرا کہا مان لیجئے
دل چیز کیا ہے آپ مری جان لیجئے"
/content/processed/176.png,جمہوریہ پاکستان ایٹمی طاقت ہے
/content/processed/177.png,شرم کی کشش حُسن سے زیادہ ہوتی ہے۔
/content/processed/178.png,"بہت ملیں گے آپکو ادب و آداب والے
لیکن یاد آئیںگی میری بدتمیزیاں آپ کو"
/content/processed/179.png,"ایڈا سخت مزاج نہ بن ماہی
ہتھ ہو لا رکھ سانوں جیون دے"
/content/processed/180.png,"ریاست اور حکومت

پاکستان ایک ایسا ملک ہے جس کے مخصوص جغرافیہ میں اس خطے میں کثیر تعداد میں لوگ آباد ہیں۔ اور یہاں ایک باقاعدہ نظامِ حکومت موجود ہے۔ ایسا علاقہ جو انسانوں کی آبادی پر مشتمل ہو، جہاں ایک ایسی حکومت قائم ہو جو خود مختار ہو اور جس کا اپنا اقتدارِ اعلیٰ ہو، ریاست کہلاتا ہے۔ ایک ریاست کی ذمہ داری ہوتی ہے کہ وہ اپنے شہریوں کے حقوق کا تحفظ یقینی بنائے اور عوام کی فلاح، خوشحالی اور رزق اور ترقی کے لیے کام کرے۔ کسی ریاست یا ملک کے انتظامات سنبھالنے کے لیے عوام کے نمائندے منتخب کرتے ہیں، جو مل کر ایک حکومت تشکیل دیتے ہیں۔ حکومت سے مراد لوگوں کا ایسا گروہ ہوتا ہے جس کے پاس ریاست یا ملک کے انتظامات سنبھالنے کے اختیارات موجود ہوں۔ حکومت کا بنیادی کام لوگوں کو سہولیات مہیا کرنا ہے۔

حزب اللہ کلاس: ہفتم"
/content/processed/181.png,"نہ جانے کتنی اُمیدیں مر گئیں میرے اندر
اب تو مجھے اپنا دل بھی قبرستان لگتا ہے"
/content/processed/182.png,"اچھا لگتا ہے مجھے پر تو پسندیدہ نہیں
میرا مطلب ہے میں تیرے لیے سنجیدہ نہیں"
/content/processed/183.png,"لمحہ موجود کی قوت

باب 1

آپ وہ نہیں ہیں جو آپ کا ذہن ہے

روشن ضمیری۔۔۔ آخر یہ کیا ہے

ایک فقیر دیمک زدہ جھونپڑے کے کنارے بیٹھا ہوا تھا۔ ایک دن ایک اجنبی وہاں سے گزرا۔ فقیر نے بے دلی سے اپنا پرانا میلا بال کٹورا آگے کیا اور کہا کچھ خیرات دے دو۔ اجنبی نے کہا میرے پاس تمہیں دینے کو کچھ نہیں۔ پھر اس نے پوچھا تم کس چیز پر بیٹھے ہو۔ فقیر نے جواب دیا کچھ نہیں، بس ایک پرانا ڈبہ ہے۔ جب سے یاد ہے اسی پر بیٹھا ہوں۔ اجنبی نے کہا کبھی اندر جھانک کر دیکھا۔ فقیر بولا نہیں کیا دیکھنا ہے اس میں کچھ بھی نہیں۔ اجنبی نے اصرار کیا کہ ذرا اندر تو دیکھو۔ فقیر نے مشکل سے اس کا ڈھکن اٹھایا۔ حیرت خوشی اور بے یقینی کے ساتھ اس نے دیکھا کہ وہ ڈبہ سونے سے بھرا ہوا تھا۔

میں وہی اجنبی ہوں جو تمہیں کچھ نہیں دے سکتا۔ لیکن تمہیں کہہ رہا ہوں کہ اپنے اندر جھانکو۔ کسی ڈبے میں نہیں بلکہ اس سے بھی قریب اپنے ہی اندر۔
میں سن سکتا ہوں کہ تم کہہ رہے ہو مگر میں تو فقیر نہیں ہوں۔
جو لوگ اپنی اصل دولت کو نہیں پہچانتے یعنی ہستی کی روشنی بھری مسرت کو اور اس کے ساتھ آنے والے گہرے اور لاحاصل سکون کو وہ فقیر ہی ہیں۔ خواہ ان کے پاس مادی دنیا کی بے شمار دولت کیوں نہ ہو۔ وہ باہر کی دنیا میں خوشی کے ذرات ڈھونڈتے پھرتے ہیں۔ وہ لوگ جو اپنی اصل دولت کو نہیں پہچانتے وہ باہر سے خوشی کی جھلک کسی منظوری کسی تحفظ یا محبت کے ٹکڑے تلاش کرتے ہیں حالانکہ ان کے اندر ایک ایسا خزا نہ موجود ہوتا ہے جو نہ صرف ان تمام چیزوں کو سمیٹے ہوتا ہے بلکہ دنیا کی ہر پیشکش سے کہیں زیادہ وسیع اور قیمتی ہوتا ہے۔"
/content/processed/184.png,"میرا سبق بن چکے ہو تم
یاد نہ کروں تو سزا ملتی ہے"
/content/processed/186.png,"سری جلد جس کے بارے میں مجھے اور خورشید الاسلام
پہلے کی ایک کڑی ہے جس کا آغاز ہم نے پانچویں دہائی
کا سلسلہ لکھ کر اردو کے بڑے ادیبوں کو انگریزی کی
(Three Mughal Poets) منغل شاعر
میر حسن اور میر تقی میر کی شاعری پیش کی تھی۔ ۱۹۶۸ء
(Ghalib) ""غالب"" جلد اول۔ حیات اور خطوط
۱۹۷۱ء میں ان دونوں ممالک سے بیک وقت شائع ہوئی
کر دیا تھا جس میں غالب کی اردو اور فارسی شاعری کا
پر تبصرہ پیش کیا جانا تھا لیکن ہم اس منصوبے کی طرف"
/content/processed/187.png,"انہیں دیکھنے کی جو لو لگی تو نصیر
دیکھ ہی لیں گے ہم
وُہ ہزار آنکھ سے دور ہوں
وُہ ہزار پردہ نشین سہی"
/content/processed/188.png,"لندن (مانیٹرنگ ڈیسک) اگر آپ سیاحت کے لیے بیرون ملک جانا چاہتے ہیں لیکن اس کے اخراجات برداشت نہیں کر سکتے تو اب اپنا یہ شوق انتہائی سستے داموں پورا کر سکتے ہیں، کیونکہ ایئر پورٹ ٹرانسفر ویب سائٹ ہوپا (Hoppa) نے دنیا بھر کے سیاحتی مقامات پر آنے والے اخراجات کا تجزیہ کر کے سب سے سستی جگہ بتا دی ہے، اور یہ جگہ بلغاریہ کا دارالحکومت صوفیہ ہے۔
ڈیلی سٹار کی رپورٹ کے مطابق ہوپا کے ماہرین نے دنیا بھر کے 84 ممالک کے سیاحتی مقامات پر ہوٹل، ٹیکسی اور کھانے وغیرہ کے اخراجات کا تجزیہ کر کے بتایا ہے کہ ان 84 ممالک میں صوفیہ سب سے سستی جگہ ہے۔

اگر کسی لڑکی کو پہلی مرتبہ ٹیکسٹ مسیح بھیج رہے ہوں تو اپنے پیغام میں کبھی بھی یہ ایک چیز نہ لکھیں 'جدید تحقیق"
/content/processed/189.png,"تہذیب کس بلا کا نام ہے، انسانیت
کے سرد لوہے پر جما ہوا زنگ۔۔۔
منٹو"
/content/processed/190.png,"قومي موومنٹ کے قائد الطاف حسین اور اردو بولنے والوں
داخلہ کمیٹی کا مذکورہ مسائل پر ایک اجلاس بھی نہیں
با قاعدہ اظہار کر رہی ہیں ۔ ایک اور مراسلہ کے بارے میں بتاتے
ڈالر کی قدر میں اضافہ ہو گیا تاہم یورپی ممالک کی
اہم کرنسیوں بشمول یورو اور برطانوی پاؤنڈ کی قدر میں"
/content/processed/191.png,"لندن (مانیٹرنگ ڈیسک) اگر آپ سیاحت کے لیے بیرون ملک جانا چاہتے ہیں لیکن اس کے اخراجات برداشت نہیں کر سکتے تو اب اپنا یہ شوق انتہائی سستے داموں پورا کر سکتے ہیں، کیونکہ ایئر پورٹ ٹرانسفر ویب سائٹ ہوپا (Hoppa) نے دنیا بھر کے سیاحتی مقامات پر آنے والے اخراجات کا تجزیہ کر کے سب سے سستی جگہ بتا دی ہے، اور یہ جگہ بلغاریہ کا دارالحکومت صوفیہ ہے۔

ڈیلی سٹار کی رپورٹ کے مطابق ہوپا کے ماہرین نے دنیا بھر کے 84 ممالک کے سیاحتی مقامات پر ہوٹل، ٹیکسی اور کھانے وغیرہ کے اخراجات کا تجزیہ کر کے بتایا ہے کہ ان 84 ممالک میں صوفیہ سب سے سستی جگہ ہے۔

اگر کسی لڑکی کو پہلی مرتبہ ٹیکسٹ مسیح بھیج رہے ہوں تو اپنے پیغام میں کبھی بھی یہ ایک چیز نہ لکھیں 'جدید تحقیق"
